"","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","project_pi_contact","access","id"
"3755","Hieronyma alchorneoides","whole plant growth form","tree",NA,NA,NA,NA,NA,"https://www.nature.com/nature/journal/v428/n6985/abs/nature02403.html","Wright IJ","iwright@rna.bio.mq.edu.au","public",1850555
"3756","Pausandra trianae","diameter at breast height (1.3 m)","7","cm",NA,-13.5833,-68.7667,NA,NA,"James S. MIller",NA,"public",3280810
"3757","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,-5.75,-77.6667,NA,NA,"James S. MIller",NA,"public",4071399
"3758","Guarea kunthiana","diameter at breast height (1.3 m)","2.5","cm",NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",4633032
"3759","Gordonia fruticosa","diameter at breast height (1.3 m)","2.5","cm",NA,11.113,-74.031,NA,NA,"James S. MIller",NA,"public",5537652
"3760","Guarea kunthiana","whole plant growth form","tree",NA,NA,-4.53333,-79.7333,NA,NA,"James S. MIller",NA,"public",13292450
"3761","Acalypha diversifolia","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",8245720
"3762","Avicennia germinans","whole plant height","4.8768","m",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",8708727
"3763","Pausandra trianae","diameter at breast height (1.3 m)","12","cm",NA,-3.51667,-73.0667,NA,NA,"James S. MIller",NA,"public",9149911
"3764","Laetia procera","diameter at breast height (1.3 m)","5005","cm",NA,9.156499863,-79.74420166,NA,NA,"Richard Condit",NA,"public",12684464
"3765","Pausandra trianae","diameter at breast height (1.3 m)","3","cm",NA,-12.3035,-69.3045,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13117620
"3766","Laetia procera","whole plant growth form","tree",NA,NA,-12.4505,-69.2014,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13290737
"3767","Guarea kunthiana","whole plant growth form","tree",NA,NA,-24.1333,-55.5333,NA,NA,"James S. MIller",NA,"public",13301288
"3768","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",13364187
"3769","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3393,-69.2528,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13374894
"3770","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.5833,-69.15,NA,NA,"James S. MIller",NA,"public",13467801
"3771","Croton schiedeanus","whole plant height","0","m",NA,10.4015,-84.112,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13819671
"3772","Laetia procera","whole plant height","0","m",NA,10.4304,-84.0167,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13967519
"3773","Trema micrantha","whole plant height","4.8768","m",NA,17.741739,-64.754405,NA,NA,"Greg Reams",NA,"public",19030150
"3774","Avicennia germinans","diameter at breast height (1.3 m)","13.462","cm",NA,27.559864,-82.616093,NA,NA,"Greg Reams",NA,"public",22735479
"3775","Acalypha diversifolia","diameter at breast height (1.3 m)","5005","cm",NA,9.151249886,-79.8553009,NA,NA,"Richard Condit",NA,"public",22780721
"3776","Gordonia fruticosa","plant flowering duration","8,9","month",NA,NA,NA,NA,NA,NA,NA,"public",1922434
"3777","Avicennia germinans","diameter at breast height (1.3 m)","6.096","cm",NA,27.559864,-82.616093,NA,NA,"Greg Reams",NA,"public",26388880
"3778","Trema micrantha","maximum leaf width","15","cm",NA,NA,NA,NA,NA,NA,NA,"public",1732754
"3779","Laetia procera","diameter at breast height (1.3 m)","30.9","cm",NA,NA,NA,120,"http://datadryad.org/resource/doi:10.5061/dryad.sv181","Plourde BT","btplourde@ucdavis.edu","public",14790559
"3780","Vismia baccifera","diameter at breast height (1.3 m)","18.4","cm",NA,-10.40999508,-75.32989584,NA,NA,"VG-YAN-3",NA,"public",16010290
"3781","Croton schiedeanus","diameter at breast height (1.3 m)","23","cm",NA,10.2678697806,-84.0552816144,NA,NA,"VG-VB-9",NA,"public",25192341
"3782","Croton schiedeanus","diameter at breast height (1.3 m)","20","cm",NA,10.3449203060732,-84.0579057338006,NA,NA,"VG-VB-9",NA,"public",24283234
"3783","Pausandra trianae","diameter at breast height (1.3 m)","11.6","cm",NA,-11.904708,-71.4024744,NA,NA,"Patricia Alvarez-Loayza",NA,"public",23154175
"3784","Laetia procera","diameter at breast height (1.3 m)","17.6","cm",NA,10.4025655739943,-84.0373327448245,NA,NA,"VG-VB-9",NA,"public",24139966
"3785","Guarea kunthiana","diameter at breast height (1.3 m)","5.2","cm",NA,-12.6107,-69.0178,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",2386369
"3786","Pausandra trianae","diameter at breast height (1.3 m)","9.6","cm",NA,-12.2829,-69.2804,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",3840793
"3787","Pausandra trianae","diameter at breast height (1.3 m)","3.7","cm",NA,-12.0321,-69.1042,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",11128715
"3788","Pausandra trianae","diameter at breast height (1.3 m)","4","cm",NA,-12.3973,-69.3264,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",6324872
"3789","Laetia procera","diameter at breast height (1.3 m)","19.4","cm",NA,10.4115,-84.0314,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",7228489
"3790","Croton schiedeanus","diameter at breast height (1.3 m)","13","cm",NA,-1.1,-79.6333,NA,NA,"James S. MIller",NA,"public",11593930
"3791","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.3973,-69.3264,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13259330
"3792","Croton schiedeanus","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13264020
"3793","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.23333,-72.9,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13295307
"3794","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.31,-69.268,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13307196
"3795","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.4778,-69.2043,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13308878
"3796","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-11.85,-71.3167,NA,NA,"James S. MIller",NA,"public",13376247
"3797","Guarea kunthiana","whole plant growth form","tree",NA,NA,-3.25088,-72.8916,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13386365
"3798","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.31,-69.268,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13391126
"3799","Croton schiedeanus","whole plant growth form","tree",NA,NA,18.598,-95.096,NA,NA,"James S. MIller",NA,"public",13396042
"3800","Croton schiedeanus","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13406696
"3801","Pausandra trianae","whole plant growth form","tree",NA,NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13409338
"3802","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.2888,-69.2508,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13429759
"3803","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14455524
"3804","Laetia procera","diameter at breast height (1.3 m)","49.1","cm",NA,-1.72963,-51.48499,NA,NA,"VG-CAX-1",NA,"public",25599310
"3805","Hieronyma alchorneoides","minimum whole plant height","15","m",NA,NA,NA,NA,NA,NA,NA,"public",2062691
"3806","Pausandra trianae","stem wood density","0.59","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","public",15394330
"3807","Laetia procera","diameter at breast height (1.3 m)","11.6","cm",NA,10.3454795967906,-84.0571950047379,NA,NA,"VG-VB-9",NA,"public",10384128
"3808","Avicennia germinans","fruit type","Capsule",NA,NA,NA,NA,NA,NA,NA,NA,"public",2067749
"3809","Guarea kunthiana","diameter at breast height (1.3 m)","10.6999998092651","cm",NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",10796787
"3810","Pausandra trianae","diameter at breast height (1.3 m)","7","cm",NA,-12.0321,-69.1042,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",4744194
"3811","Pausandra trianae","diameter at breast height (1.3 m)","9.5","cm",NA,-12.4159,-69.3269,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",4291689
"3812","Trema micrantha","whole plant height","4.572","m",NA,17.734986,-64.622937,NA,NA,"Greg Reams",NA,"public",6070452
"3813","Pausandra trianae","diameter at breast height (1.3 m)","9","cm",NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",7452361
"3814","Trema micrantha","whole plant height","2.1336","m",NA,17.746033,-64.643715,NA,NA,"Greg Reams",NA,"public",7980911
"3815","Acalypha diversifolia","diameter at breast height (1.3 m)","3","cm",NA,-12.8333,-69.2833,NA,NA,"James S. MIller",NA,"public",8922383
"3816","Avicennia germinans","diameter at breast height (1.3 m)","17.272","cm",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",10281974
"3817","Acalypha diversifolia","diameter at breast height (1.3 m)","4","cm",NA,-11.063,-75.404,NA,NA,"James S. MIller",NA,"public",13171150
"3818","Vismia baccifera","whole plant growth form","tree",NA,NA,10.4263,-83.9958,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13287994
"3819","Guarea kunthiana","whole plant growth form","tree",NA,NA,-4.53333,-79.7333,NA,NA,"James S. MIller",NA,"public",13304910
"3820","Guarea kunthiana","whole plant growth form","tree",NA,NA,0.833333,-78.2167,NA,NA,"Brad Boyle","bboyle@email.arizona.edu","public",13326264
"3821","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.0411,-69.1056,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13341317
"3822","Croton schiedeanus","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13347832
"3823","Guarea kunthiana","whole plant growth form","tree",NA,NA,-12.49,-69.11,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13362375
"3824","Laetia procera","whole plant growth form","tree",NA,NA,-12.4959,-69.3706,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13389339
"3825","Croton schiedeanus","whole plant growth form","tree",NA,NA,-1.1,-79.6333,NA,NA,"James S. MIller",NA,"public",13444355
"3826","Croton schiedeanus","whole plant growth form","tree",NA,NA,13.35,-81.3667,NA,NA,"James S. MIller",NA,"public",13458564
"3827","Laetia procera","whole plant height","0","m",NA,10.4115,-84.1131,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14098075
"3828","Croton schiedeanus","whole plant height","0","m",NA,10.4209,-84.0259,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14124267
"3829","Laetia procera","whole plant height","0","m",NA,10.4143,-84.0117,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14541299
"3830","Laetia procera","diameter at breast height (1.3 m)","5005","cm",NA,9.280870438,-79.97470093,NA,NA,"Richard Condit",NA,"public",16004482
"3831","Trema micrantha","diameter at breast height (1.3 m)","6.858","cm",NA,17.734986,-64.622937,NA,NA,"Greg Reams",NA,"public",18113811
"3832","Trema micrantha","whole plant height","4.8768","m",NA,17.748067,-64.631551,NA,NA,"Greg Reams",NA,"public",20260002
"3833","Trema micrantha","diameter at breast height (1.3 m)","8.128","cm",NA,17.776841,-64.78091,NA,NA,"Greg Reams",NA,"public",21786786
"3834","Laetia procera","diameter at breast height (1.3 m)","20.5","cm",NA,-1.72963,-51.48499,NA,NA,"VG-CAX-1",NA,"public",25887005
"3835","Avicennia germinans","diameter at breast height (1.3 m)","16.002","cm",NA,25.927003,-81.588437,NA,NA,"Greg Reams",NA,"public",23759079
"3836","Perrottetia sessiliflora","inflorescence length","10","cm","value is either the mean or maximum",NA,NA,NA,NA,NA,NA,"public",2038152
"3837","Hieronyma alchorneoides","leaf nitrogen content per leaf dry mass","19","mg.g-1","Canopy N% was estimated with the Carnegie Airborne Observatory Airborne Taxonomic Mapping System (CAO-AToMs) onboard a Dornier 228 Aircraft. The sensor configuration used consisted of a high-fidelity imaging spectrometer (HiFIS) and a dual laser, waveform light detection and ranging (LiDAR) sensor.",NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.ck585","Balzotti CS","cbalzotti@carnegiescience.edu","public",15396990
"3838","Vismia baccifera","Leaf lamina fracture toughness","352.781","J.m-2","lamina fracture toughness is the work to fracture leaf tissue divided by fracture area (lamina thickness * length of fracture). Species means of the individual means of two leaves per individual.",9.166667,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.8525","Westbrook JW","jwestbrook@ufl.edu","public",15712483
"3839","Hieronyma alchorneoides","diameter at breast height (1.3 m)","11.1","cm",NA,-12.5998,-69.0149,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",9150180
"3840","Trema micrantha","whole plant height","3.9624","m",NA,17.746033,-64.643715,NA,NA,"Greg Reams",NA,"public",5628274
"3841","Pausandra trianae","diameter at breast height (1.3 m)","6.8","cm",NA,-12.3393,-69.2528,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",6325057
"3842","Laetia procera","diameter at breast height (1.3 m)","0","cm",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",7114047
"3843","Trema micrantha","whole plant height","6.096","m",NA,17.734986,-64.622937,NA,NA,"Greg Reams",NA,"public",9555549
"3844","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-12.4829,-69.224,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13272338
"3845","Croton schiedeanus","diameter at breast height (1.3 m)","2.7","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",11688321
"3846","Croton schiedeanus","diameter at breast height (1.3 m)","2.5","cm",NA,12.3,-85.4,NA,NA,"James S. MIller",NA,"public",12800506
"3847","Pausandra trianae","diameter at breast height (1.3 m)","5.3","cm",NA,-12.4258,-69.2923,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",12940365
"3848","Laetia procera","whole plant growth form","tree",NA,NA,-12.85,-69.28,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13242428
"3849","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.0321,-69.1042,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13274064
"3850","Laetia procera","whole plant growth form","tree",NA,NA,10.4054,-84.102,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13291673
"3851","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",13320252
"3852","Trema micrantha","whole plant growth form","tree",NA,NA,10.963,-73.98,NA,NA,"James S. MIller",NA,"public",13387047
"3853","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-15.25,-67,NA,NA,"Tim Killeen",NA,"public",13388049
"3854","Laetia procera","whole plant growth form","tree",NA,NA,10.4565,-84.0681,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13430687
"3855","Pausandra trianae","whole plant growth form","tree",NA,NA,-3.43333,-72.85,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13443540
"3856","Hasseltia floribunda","whole plant growth form","tree",NA,NA,-12.5627,-68.6982,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13455543
"3857","Laetia procera","whole plant height","0","m",NA,10.4143,-84.1045,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13476894
"3858","Hieronyma alchorneoides","whole plant height","0","m",NA,10.4329,-83.9864,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13705311
"3859","Pausandra trianae","whole plant height","0","m",NA,10.4426,-84.0656,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",14342315
"3860","Hasseltia floribunda","whole plant height","8.8","m",NA,-13.6667,-68.2,NA,NA,"Saara J. DeWalt","sdewalt@rice.edu","public",14516698
"3861","Trema micrantha","diameter at breast height (1.3 m)","9.652","cm",NA,17.711388,-64.722668,NA,NA,"Greg Reams",NA,"public",18804448
"3862","Laetia procera","diameter at breast height (1.3 m)","5000.5","cm",NA,9.190279961,-79.76429749,NA,NA,"Richard Condit",NA,"public",24670591
"3863","Laetia procera","diameter at breast height (1.3 m)","49.2","cm",NA,-1.72963,-51.48499,NA,NA,"VG-CAX-1",NA,"public",10218243
"3864","Laetia procera","diameter at breast height (1.3 m)","23.9","cm",NA,10.3456620117176,-84.0577790140333,NA,NA,"VG-VB-9",NA,"public",25523359
"3865","Laetia procera","stem wood density","0.63","g.cm-3",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.234","Lopez-Gonzalez G","G.Lopez-Gonzalez@leeds.ac.uk","public",15296373
"3866","Vismia baccifera","diameter at breast height (1.3 m)","25.3","cm",NA,10.2403425582,-84.0850028149,NA,NA,"VG-VB-9",NA,"public",10463217
"3867","Avicennia germinans","diameter at breast height (1.3 m)","4.826","cm",NA,18.447325,-65.964736,NA,NA,"Greg Reams",NA,"public",1551046
"3868","Croton schiedeanus","diameter at breast height (1.3 m)","3.3","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",4855154
"3869","Acalypha diversifolia","diameter at breast height (1.3 m)","4.6","cm",NA,-12.6949,-69.1165,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",5874491
"3870","Laetia procera","diameter at breast height (1.3 m)","0","cm",NA,10.399,-84.0995,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",8246781
"3871","Pausandra trianae","diameter at breast height (1.3 m)","7","cm",NA,-14.6333,-62.6167,NA,NA,"James S. MIller",NA,"public",13117307
"3872","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4662,-69.2272,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13254136
"3873","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4159,-69.3269,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13274082
"3874","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.0411,-69.1056,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13326910
"3875","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.5389,-69.4257,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13339812
"3876","Pausandra trianae","whole plant growth form","tree",NA,NA,-12.4159,-69.3269,NA,NA,"Oliver Phillips","o.phillips@leeds.ac.uk","public",13354410
"3877","Gordonia fruticosa","whole plant growth form","tree",NA,NA,11.113,-74.031,NA,NA,"James S. MIller",NA,"public",13365151
"3878","Vismia baccifera","whole plant growth form","tree",NA,NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13381149
"3879","Vismia baccifera","whole plant height","0","m",NA,10.432,-84.0348,NA,NA,"Susan Letcher","SUSAN.LETCHER@purchase.edu","public",13502959
